Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation Details (Preparation:Remarks),Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNM 49751","Specimen/Lot","Leptogorgia hebes Verrill, 1869","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia hebes Verrill, 1869 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","","","North Atlantic Ocean","Gulf of Mexico","","United States","Texas","","","","","","","","","","","","","","","","","","056691","","","","","","","","","14 Jan 2013 18:16:00","http://n2t.net/ark:/65665/363089e43-e1e9-4e9b-b132-3e544ce591c9"
"USNM 50411","Specimen/Lot","Leptogorgia hebes Verrill, 1869","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia hebes Verrill, 1869 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","","","North Atlantic Ocean","Gulf of Mexico","","United States","Texas","","","Port Aransas",27.83,-97.05,"","","","","","","37","","","","","","203846","","","","","","","","","14 Jan 2013 18:16:00","http://n2t.net/ark:/65665/31166fcbc-e08f-4de2-83f6-38b5102be70a"
"USNM 50412","Specimen/Lot","Leptogorgia hebes Verrill, 1869","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia hebes Verrill, 1869 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","van Koolwijk, A. J.","Jul 1886","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Aruba","","","","","","","","","","","","","","","189993","","","","","","","","","14 Jan 2013 18:16:00","http://n2t.net/ark:/65665/32e81cc73-5dd8-41a8-864f-d26ad2470032"
"USNM 50413","Specimen/Lot","Leptogorgia hebes Verrill, 1869","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia hebes Verrill, 1869 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","213","Walton-Smith, F. G.","1947","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","","","","","Gulf of Mexico Expedition","","","","","","","","Fragment sampled for DNA by Peter Etnoyer. Returned in March 2023","","","182008","","","","","","","","","22 Mar 2023 12:44:00","http://n2t.net/ark:/65665/371db5f7a-9798-4146-98c8-ef08b5886101"
"USNM 50530","Specimen/Lot","Leptogorgia hebes Verrill, 1869","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia hebes Verrill, 1869 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Alcohol (Ethanol); Dry","J-382","Parker, R. H.","4 Jun 1956","","North Atlantic Ocean","Gulf of Mexico","","United States","Texas","","","Freeport, East Bank, Rock Beach",28.9541,-95.3597,"","","","","","","15","","","","","","212090","","","","","","","","","03 Nov 2022 18:36:00","http://n2t.net/ark:/65665/3fb13c413-d020-48f0-8445-208333002e32"
"USNM 50531","Specimen/Lot","Leptogorgia hebes Verrill, 1869","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia hebes Verrill, 1869 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","J-483","Parker, R. H.","4 Jun 1956","","North Atlantic Ocean","Gulf of Mexico","","United States","Texas","","","Freeport, East Side Of East Bank","","","","","","","","","16","","","","","","212090","","","","","","","","","14 Jan 2013 18:16:00","http://n2t.net/ark:/65665/3f79a37c3-485e-4679-94ac-d4c5f1fcc030"
"USNM 50612","Specimen/Lot","Leptogorgia hebes Verrill, 1869","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia hebes Verrill, 1869 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Grice, G. D.","Jun 1956","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","Franklin County","","Apalachicola Bay, Theresa Rocks, West End Of Alligator Harbor","","","","","","","","","","","","","","","211107","","","","","","","","","14 Jan 2013 18:16:00","http://n2t.net/ark:/65665/30f088d83-a4fe-4f7d-a286-8566be1ca06f"
"USNM 51324","Specimen/Lot","Leptogorgia hebes Verrill, 1869","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia hebes Verrill, 1869 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Van Siclen, M.","","","North Atlantic Ocean","","","United States","Florida","","","","","","","","","","","","","","","","","","157679","","","","","","","","","14 Jan 2013 18:16:00","http://n2t.net/ark:/65665/3f557047b-cea8-49ae-a75c-31160ee674ff"
"USNM 51964","Specimen/Lot","Leptogorgia hebes Verrill, 1869","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","16 Feb 1961","Leptogorgia hebes Verrill, 1869 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Lees, D.","Jul 1960","","North Atlantic Ocean","Gulf of Mexico","","United States","Texas","","","Port Isabel, North Side Of North Jetty At Brazos Santiago Pass",26.0676,-97.1533,"","","","","","","0 to 8","","","","","","232488","","","","","","","","","14 Jan 2013 18:16:00","http://n2t.net/ark:/65665/3de7af984-401b-45a1-ade0-decb66bf62ed"
"USNM 85466","Specimen/Lot","Leptogorgia hebes Verrill, 1869","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Wheaton, J.","1984","Leptogorgia hebes Verrill, 1869 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA","1 ca.","","Dry","44","Continental Shelf Associates for BLM/ MMS","31 May 1983","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Sanibel Island, SW Of",26.2978,-82.2103,"","SOFLA","","III","","","13","","","","3/III-44-Q","","345592","","","","","","","","","28 Jun 2019 18:57:00","http://n2t.net/ark:/65665/35f086ebb-7939-40a3-936b-0ec4e620ca5a"
"USNM 85467","Specimen/Lot","Leptogorgia hebes Verrill, 1869","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Wheaton, J.","Apr 1983","Leptogorgia hebes Verrill, 1869 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA","2 ca.","","Dry","44","Continental Shelf Associates for BLM/ MMS","8 Dec 1982","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Sanibel Island, SW Of",26.2978,-82.2103,"","SOFLA","","II","","","13","","","","3/II-44-Q","","345592","","","","","","","","","28 Jun 2019 18:57:00","http://n2t.net/ark:/65665/30a16603b-76d8-43c8-9484-44e5e9c9f766"
"USNM 86987","Specimen/Lot","Leptogorgia hebes Verrill, 1869","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia hebes Verrill, 1869 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA","3 ca.","","Dry","44","Lgl Ecological Research Associates Inc. And Environmental Science Engineering Inc BLM/ MMS","6 Dec 1983","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Sanibel Island, SW Of",26.2953,-82.2111,"","SOFLA","Suncoaster R/V","I","","","13","","","Fragment sampled for DNA by Peter Etnoyer. Returned in March 2023","4/I-44-TDS","","345592","","","","","","","","","22 Mar 2023 12:46:00","http://n2t.net/ark:/65665/314fef6d1-bfc1-4dbc-b4c3-0234d1cdf4e8"
"USNM 1201680","Specimen/Lot","Leptogorgia hebes Verrill, 1869","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Cairns, Stephen Douglas, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","Feb 2013","Leptogorgia hebes Verrill, 1869 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","17 Feb 2013","","North Atlantic Ocean","","","United States","North Carolina","","","Duck, on beach","","","","","","","","","","","","","","","2063117","","","","","","","","","28 Sep 2015 13:15:00","http://n2t.net/ark:/65665/389969d8e-b108-4350-9e1d-1ada5e5470c3"
"USNM 12586","Specimen/Lot","Leptogorgia labiata Verrill, 1870","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Verrill, Addison E., Peabody Museum, Yale","","Leptogorgia labiata Verrill, 1870 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Duges, A.","","","North Pacific Ocean","","","Mexico","","","","Along Coast","","","","","","","","","","","","","","","016268","","","","","","","","","26 Jul 2014 06:03:00","http://n2t.net/ark:/65665/32a68f8a2-831b-422c-a446-87dd2e519a80"
"USNM 50615","Specimen/Lot","Leptogorgia laxa Hickson, 1928","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia laxa Hickson, 1928 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Erdman, D. S.","Jan 1952","","North Pacific Ocean","Gulf of Nicoya","","Costa Rica","","","","","","","","","","","","","","","","","","","195762","","","","","","","","","14 Jan 2013 18:16:00","http://n2t.net/ark:/65665/3522df516-0bec-4832-8c32-5800bbe9c718"
"USNM 1193265","Specimen/Lot","Leptogorgia laxa Hickson, 1928","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Breedy, Odalisca, University of Costa Rica (COSTA RICA)","Oct 2012","Leptogorgia laxa Hickson, 1928 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",4,"","Dry","","","1954","","North Pacific Ocean","Gulf of California","","Mexico","Guaymas","","","Sonora","","","","","","","","","","","","","","","","","","","","","","","","28 Sep 2015 13:15:00","http://n2t.net/ark:/65665/3eed8b0df-8dd5-441a-8dcc-6b704a307c0f"
"USNM 1196771","Specimen/Lot","Leptogorgia laxa Hickson, 1928","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia laxa Hickson, 1928 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Limbaugh, C.","12 Oct 1953","Aqua Lung","North Pacific Ocean","","","Mexico","Baja California","","","Bahia de Los Angeles","","","","","","","","","3","","","","","","","","","","","","","","","14 Jan 2013 18:16:00","http://n2t.net/ark:/65665/3d4c881ad-9591-422a-ab8b-bad1491e6c3f"
"USNM 1016580","Specimen/Lot","Leptogorgia lemasti (Hickson, 1928)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia lemasti (Hickson, 1928) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","268","Ridder, C. D.","18 Aug 1976","","North Pacific Ocean","Gulf of Panama","","Panama","","","","Panama Bay, Taboquilla Island","","","","Smithsonian STRI Panama Survey","","","","","6","","","","","","328304","","","","","","","","","14 Jan 2013 18:16:00","http://n2t.net/ark:/65665/3e92b2e26-b764-4c64-9eba-57d26971ac24"
"USNM 33728","Specimen/Lot","Leptogorgia media (Verrill, 1864)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Verrill, Addison E., Peabody Museum, Yale","","Leptogorgia media (Verrill, 1864) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","4056","Pedersen","","","North Pacific Ocean","Gulf of California","","Mexico","Baja California","","","","","","","","","","","","","","","","","","034472","","","","","","","","","14 Jan 2013 18:16:00","http://n2t.net/ark:/65665/35e04f7fb-7cc0-4a73-830e-a2469b118f13"
"USNM 86741","Specimen/Lot","Leptogorgia medusa (Bayer, 1952)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia medusa (Bayer, 1952) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","Leptogorgia medusa (Bayer, 1952)","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA",1,"","Dry","52","Lgl Ecological Research Associates Inc. And Environmental Science Engineering Inc BLM/ MMS","2 Mar 1984","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Cape Sable, West Of",25.2922,-81.6636,"","SOFLA","Suncoaster R/V","II","","","13","","","Fragment sampled for DNA by Peter Etnoyer. Returned in March 2023","4/II-52-TDS","","345592","","","","","","","","","22 Mar 2023 12:45:00","http://n2t.net/ark:/65665/3f24f563c-8cd1-4c2c-8c82-cc4348ca13b4"
"USNM 49590","Specimen/Lot","Leptogorgia miniata (Milne Edwards & Haime, 1857)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1956","Leptogorgia miniata (Milne Edwards & Haime, 1857) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Elias, B.","","","North Atlantic Ocean","Caribbean Sea","","Colombia","","","","Puerto Colombia","","","","","","","","","","","","Fragment sampled for DNA by Peter Etnoyer. Returned in March 2023","","","123274","","","","","","","","","22 Mar 2023 12:42:00","http://n2t.net/ark:/65665/3d6f8976f-3494-4aba-99ad-98683b4e0179"
"USNM 97740","Specimen/Lot","Leptogorgia miniata (Milne Edwards & Haime, 1857)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","Dec 1995","Leptogorgia miniata (Milne Edwards & Haime, 1857) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Sanchez, J. A.","15 Nov 1992","Scuba","North Atlantic Ocean","Caribbean Sea","","Colombia","","","","Tortuguilla Island, North Of Gaierazamba (Bolivar Dep.)","","","","","","","","","7","","","","","","406063","","","","","","","","","26 Jul 2014 06:03:00","http://n2t.net/ark:/65665/31e8c66ec-9661-4e95-8a98-6a2e1df9af9c"
"USNM 1017950","Specimen/Lot","Leptogorgia miniata (Milne Edwards & Haime, 1857)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, J.","2002","Leptogorgia miniata (Milne Edwards & Haime, 1857) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",2,"","Alcohol (Ethanol); Dry","","Sanchez, J.; Acosta, A.","15 Aug 2002","Scuba","North Atlantic Ocean","Caribbean Sea","Man-O-War Bay","Trinidad and Tobago","","","","Tobago, basin","","","","","","","","","27","","","","T150","","2027480","","","","","","","","","06 Jan 2020 22:52:00","http://n2t.net/ark:/65665/37249a294-1e35-474a-84c9-6b2966efa86d"
"USNM 1002234","Specimen/Lot","Leptogorgia occidafricana (Stiasny, 1936)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Stiasny, G.","","Leptogorgia occidafricana (Stiasny, 1936) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","Paratype","","Schizotype","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","DRY","","Vermeulen","","","North Atlantic Ocean","","","Mauritania","","","","Cape Blanc","","","","","","","","","","","","","","Original Number : 480","322031","","","","","","","","","14 Jan 2013 18:08:00","http://n2t.net/ark:/65665/3bc0bc57b-a97f-4863-bc48-ced0e2f2ade5"
"USNM 1154712","Specimen/Lot","Leptogorgia palma (Pallas, 1776)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia palma (Pallas, 1776) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","Eunicella palma (Esper)","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","","","North Atlantic Ocean","Mediterranean Sea","","","","","","","","","","","","","","","","","","","","RML Number : 199","322031","","","","","","","","","14 Jan 2013 18:10:00","http://n2t.net/ark:/65665/36e33af9b-4267-4e83-ac00-8156a6603e18"
"USNM 1085403","Specimen/Lot","Leptogorgia petechizans (Pallas, 1766)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Deichmann, Elizabeth","","Leptogorgia petechizans (Pallas, 1766) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","","","South Atlantic Ocean","","","Democratic Republic of the Congo","","","","Moanda","","","","","","","","","","","","","","","151565","","","","","","","","","14 Jan 2013 18:30:00","http://n2t.net/ark:/65665/39041056f-a790-423b-8338-e42f268cc5bb"
"USNM 1154721","Specimen/Lot","Leptogorgia petechizans (Pallas, 1766)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia petechizans (Pallas, 1766) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Pobeguin","","","North Atlantic Ocean","","","Equatorial Guinea","","","","Bata","","","","","","","","","","","","","","RML Number : 698","322031","","","","","","","","","14 Jan 2013 18:30:00","http://n2t.net/ark:/65665/362f384b9-87be-498c-8de2-c9543546402a"
"USNM 1248565","Specimen/Lot","Leptogorgia petechizans (Pallas, 1766)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","9 Aug 2019","Leptogorgia petechizans (Pallas, 1766) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Baddyr, M.; Voss, G. L.","Jul 1985","Trawl - Fish","North Atlantic Ocean","","","Morocco","","","","Agadir","","","","","","","","","100","","","acc 368018","","","368018","","","","","","","","","09 Aug 2019 18:12:00","http://n2t.net/ark:/65665/3c1852b98-15f9-48ca-85e0-83c8d676b550"
"USNM 1248893","Specimen/Lot","Leptogorgia petechizans (Pallas, 1766)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","4 Mar 2019","Leptogorgia petechizans (Pallas, 1766) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","Eugorgia sp.","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",3,"","Dry","","Laborel, J.","Jun 1963 (June 1963)","","North Atlantic Ocean","","","Senegal","","","","Dakar, Mamelles Point","","","","","","","","","30","","","","","","","","","","","","","","","06 Mar 2019 17:21:00","http://n2t.net/ark:/65665/33bad73e2-997d-4894-b84e-2352b0732028"
