,id,type,DEG_tp2_tp4,GO_BP
24844,FUN_002666,gene,no,
24845,FUN_006428,gene,no,negative regulation by host of symbiont catalytic activity [GO:0052403]
24846,FUN_006428,gene,no,positive regulation of exocytosis [GO:0045921]
24847,FUN_006428,gene,no,protein transport [GO:0015031]
24848,FUN_006428,gene,no,Rab protein signal transduction [GO:0032482]
24849,FUN_006428,gene,no,regulation of protein localization [GO:0032880]
24850,FUN_006428,gene,no,retrograde transport, endosome to Golgi [GO:0042147]
24851,FUN_006652,gene,no,condensed mesenchymal cell proliferation [GO:0072137]
24852,FUN_006652,gene,no,homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]
24853,FUN_006652,gene,no,nephron development [GO:0072006]
24854,FUN_005718,gene,no,
24855,FUN_008367,gene,no,autophagy [GO:0006914]
24856,FUN_008367,gene,no,calcium-mediated signaling [GO:0019722]
24857,FUN_008367,gene,no,canonical Wnt signaling pathway [GO:0060070]
24858,FUN_008367,gene,no,cellular response to dopamine [GO:1903351]
24859,FUN_008367,gene,no,cellular response to manganese ion [GO:0071287]
24860,FUN_008367,gene,no,cellular response to organic cyclic compound [GO:0071407]
24861,FUN_008367,gene,no,cellular response to oxidative stress [GO:0034599]
24862,FUN_008367,gene,no,cellular response to starvation [GO:0009267]
24863,FUN_008367,gene,no,determination of adult lifespan [GO:0008340]
24864,FUN_008367,gene,no,endocytosis [GO:0006897]
24865,FUN_008367,gene,no,endoplasmic reticulum organization [GO:0007029]
24866,FUN_008367,gene,no,excitatory postsynaptic potential [GO:0060079]
24867,FUN_008367,gene,no,exploration behavior [GO:0035640]
24868,FUN_008367,gene,no,Golgi organization [GO:0007030]
24869,FUN_008367,gene,no,GTP metabolic process [GO:0046039]
24870,FUN_008367,gene,no,intracellular distribution of mitochondria [GO:0048312]
24871,FUN_008367,gene,no,intracellular signal transduction [GO:0035556]
24872,FUN_008367,gene,no,JNK cascade [GO:0007254]
24873,FUN_008367,gene,no,locomotory exploration behavior [GO:0035641]
24874,FUN_008367,gene,no,lysosome organization [GO:0007040]
24875,FUN_008367,gene,no,MAPK cascade [GO:0000165]
24876,FUN_008367,gene,no,mitochondrion localization [GO:0051646]
24877,FUN_008367,gene,no,mitochondrion organization [GO:0007005]
24878,FUN_008367,gene,no,negative regulation of autophagosome assembly [GO:1902902]
24879,FUN_008367,gene,no,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]
24880,FUN_008367,gene,no,negative regulation of excitatory postsynaptic potential [GO:0090394]
24881,FUN_008367,gene,no,negative regulation of GTPase activity [GO:0034260]
24882,FUN_008367,gene,no,negative regulation of hydrogen peroxide-induced cell death [GO:1903206]
24883,FUN_008367,gene,no,negative regulation of late endosome to lysosome transport [GO:1902823]
24884,FUN_008367,gene,no,negative regulation of macroautophagy [GO:0016242]
24885,FUN_008367,gene,no,negative regulation of neuron death [GO:1901215]
24886,FUN_008367,gene,no,negative regulation of neuron projection development [GO:0010977]
24887,FUN_008367,gene,no,negative regulation of protein binding [GO:0032091]
24888,FUN_008367,gene,no,negative regulation of protein phosphorylation [GO:0001933]
24889,FUN_008367,gene,no,negative regulation of protein processing [GO:0010955]
24890,FUN_008367,gene,no,negative regulation of protein processing involved in protein targeting to mitochondrion [GO:1903217]
24891,FUN_008367,gene,no,negative regulation of protein targeting to mitochondrion [GO:1903215]
24892,FUN_008367,gene,no,negative regulation of thioredoxin peroxidase activity by peptidyl-threonine phosphorylation [GO:1903125]
24893,FUN_008367,gene,no,neuromuscular junction development [GO:0007528]
24894,FUN_008367,gene,no,neuron death [GO:0070997]
24895,FUN_008367,gene,no,neuron projection arborization [GO:0140058]
24896,FUN_008367,gene,no,neuron projection morphogenesis [GO:0048812]
24897,FUN_008367,gene,no,olfactory bulb development [GO:0021772]
24898,FUN_008367,gene,no,peptidyl-serine phosphorylation [GO:0018105]
24899,FUN_008367,gene,no,peptidyl-threonine phosphorylation [GO:0018107]
24900,FUN_008367,gene,no,phosphorylation [GO:0016310]
24901,FUN_008367,gene,no,positive regulation of autophagy [GO:0010508]
24902,FUN_008367,gene,no,positive regulation of canonical Wnt signaling pathway [GO:0090263]
24903,FUN_008367,gene,no,positive regulation of dopamine receptor signaling pathway [GO:0060161]
24904,FUN_008367,gene,no,positive regulation of histone deacetylase activity [GO:1901727]
24905,FUN_008367,gene,no,positive regulation of MAP kinase activity [GO:0043406]
24906,FUN_008367,gene,no,positive regulation of microglial cell activation [GO:1903980]
24907,FUN_008367,gene,no,positive regulation of nitric-oxide synthase biosynthetic process [GO:0051770]
24908,FUN_008367,gene,no,positive regulation of programmed cell death [GO:0043068]
24909,FUN_008367,gene,no,positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]
24910,FUN_008367,gene,no,positive regulation of protein autoubiquitination [GO:1902499]
24911,FUN_008367,gene,no,positive regulation of protein binding [GO:0032092]
24912,FUN_008367,gene,no,positive regulation of protein kinase activity [GO:0045860]
24913,FUN_008367,gene,no,positive regulation of protein phosphorylation [GO:0001934]
24914,FUN_008367,gene,no,positive regulation of protein ubiquitination [GO:0031398]
24915,FUN_008367,gene,no,positive regulation of synaptic vesicle endocytosis [GO:1900244]
24916,FUN_008367,gene,no,positive regulation of tumor necrosis factor production [GO:0032760]
24917,FUN_008367,gene,no,protein autophosphorylation [GO:0046777]
24918,FUN_008367,gene,no,protein import into nucleus [GO:0006606]
24919,FUN_008367,gene,no,protein localization [GO:0008104]
24920,FUN_008367,gene,no,protein localization to endoplasmic reticulum exit site [GO:0070973]
24921,FUN_008367,gene,no,protein localization to mitochondrion [GO:0070585]
24922,FUN_008367,gene,no,protein phosphorylation [GO:0006468]
24923,FUN_008367,gene,no,reactive oxygen species metabolic process [GO:0072593]
24924,FUN_008367,gene,no,regulation of autophagy [GO:0010506]
24925,FUN_008367,gene,no,regulation of branching morphogenesis of a nerve [GO:2000172]
24926,FUN_008367,gene,no,regulation of CAMKK-AMPK signaling cascade [GO:1905289]
24927,FUN_008367,gene,no,regulation of canonical Wnt signaling pathway [GO:0060828]
24928,FUN_008367,gene,no,regulation of dendritic spine morphogenesis [GO:0061001]
24929,FUN_008367,gene,no,regulation of dopamine receptor signaling pathway [GO:0060159]
24930,FUN_008367,gene,no,regulation of ER to Golgi vesicle-mediated transport [GO:0060628]
24931,FUN_008367,gene,no,regulation of kidney size [GO:0035564]
24932,FUN_008367,gene,no,regulation of locomotion [GO:0040012]
24933,FUN_008367,gene,no,regulation of lysosomal lumen pH [GO:0035751]
24934,FUN_008367,gene,no,regulation of membrane potential [GO:0042391]
24935,FUN_008367,gene,no,regulation of mitochondrial depolarization [GO:0051900]
24936,FUN_008367,gene,no,regulation of mitochondrial fission [GO:0090140]
24937,FUN_008367,gene,no,regulation of neuroblast proliferation [GO:1902692]
24938,FUN_008367,gene,no,regulation of neuron death [GO:1901214]
24939,FUN_008367,gene,no,regulation of neuron maturation [GO:0014041]
24940,FUN_008367,gene,no,regulation of protein kinase A signaling [GO:0010738]
24941,FUN_008367,gene,no,regulation of protein stability [GO:0031647]
24942,FUN_008367,gene,no,regulation of retrograde transport, endosome to Golgi [GO:1905279]
24943,FUN_008367,gene,no,regulation of synaptic transmission, glutamatergic [GO:0051966]
24944,FUN_008367,gene,no,regulation of synaptic vesicle exocytosis [GO:2000300]
24945,FUN_008367,gene,no,regulation of synaptic vesicle transport [GO:1902803]
24946,FUN_008367,gene,no,response to oxidative stress [GO:0006979]
24947,FUN_008367,gene,no,signal transduction [GO:0007165]
24948,FUN_008367,gene,no,spermatogenesis [GO:0007283]
24949,FUN_008367,gene,no,striatum development [GO:0021756]
24950,FUN_008367,gene,no,tangential migration from the subventricular zone to the olfactory bulb [GO:0022028]
24951,FUN_008367,gene,no,Wnt signalosome assembly [GO:1904887]
24952,FUN_008376,gene,no,
24953,FUN_008397,gene,no,positive regulation of plasma membrane repair [GO:1905686]
24954,FUN_008397,gene,no,regulation of RNA splicing [GO:0043484]
24955,FUN_008397,gene,no,regulation of voltage-gated calcium channel activity [GO:1901385]
24956,FUN_008439,gene,no,cytolysis [GO:0019835]
24957,FUN_008439,gene,no,negative regulation of defense response to virus [GO:0050687]
24958,FUN_008439,gene,no,negative regulation of dendritic cell antigen processing and presentation [GO:0002605]
24959,FUN_008439,gene,no,negative regulation of macrophage antigen processing and presentation [GO:0002617]
24960,FUN_008439,gene,no,negative regulation of memory T cell differentiation [GO:0043381]
24961,FUN_008439,gene,no,T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell [GO:0002291]
24962,FUN_007870,gene,no,cobalamin metabolic process [GO:0009235]
24963,FUN_007870,gene,no,DNA methylation [GO:0006306]
24964,FUN_007870,gene,no,folic acid metabolic process [GO:0046655]
24965,FUN_007870,gene,no,homocysteine catabolic process [GO:0043418]
24966,FUN_007870,gene,no,homocysteine metabolic process [GO:0050667]
24967,FUN_007870,gene,no,methionine biosynthetic process [GO:0009086]
24968,FUN_007870,gene,no,negative regulation of cystathionine beta-synthase activity [GO:1904042]
24969,FUN_007870,gene,no,protein stabilization [GO:0050821]
24970,FUN_007870,gene,no,S-adenosylmethionine cycle [GO:0033353]
24971,FUN_008240,gene,no,adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]
24972,FUN_008240,gene,no,positive regulation of GTPase activity [GO:0043547]
24973,FUN_008240,gene,no,positive regulation of heart contraction [GO:0045823]
24974,FUN_008257,gene,no,dorsal appendage formation [GO:0046843]
24975,FUN_008257,gene,no,microtubule-based movement [GO:0007018]
24976,FUN_009818,gene,no,coenzyme A biosynthetic process [GO:0015937]
24977,FUN_009818,gene,no,phosphorylation [GO:0016310]
24978,FUN_009840,gene,no,dehydroascorbic acid transport [GO:0070837]
24979,FUN_009840,gene,no,fructose transmembrane transport [GO:0015755]
24980,FUN_009840,gene,no,glucose transmembrane transport [GO:1904659]
24981,FUN_009313,gene,no,antigen transcytosis by M cells in mucosal-associated lymphoid tissue [GO:0002412]
24982,FUN_009313,gene,no,innate immune response [GO:0045087]
24983,FUN_009313,gene,no,neutrophil migration [GO:1990266]
24984,FUN_009321,gene,no,antigen transcytosis by M cells in mucosal-associated lymphoid tissue [GO:0002412]
24985,FUN_009321,gene,no,innate immune response [GO:0045087]
24986,FUN_009321,gene,no,neutrophil migration [GO:1990266]
24987,FUN_009388,gene,no,
24988,FUN_010493,gene,no,DNA integration [GO:0015074]
24989,FUN_010493,gene,no,proteolysis [GO:0006508]
24990,FUN_010679,gene,no,cell cycle [GO:0007049]
24991,FUN_010679,gene,no,cell division [GO:0051301]
24992,FUN_010679,gene,no,regulation of mitotic spindle organization [GO:0060236]
24993,FUN_010679,gene,no,RNA export from nucleus [GO:0006405]
24994,FUN_010679,gene,no,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000972]
24995,FUN_010557,gene,no,positive regulation of transcription elongation by RNA polymerase II [GO:0032968]
24996,FUN_010557,gene,no,protein ubiquitination [GO:0016567]
24997,FUN_010557,gene,no,transcription initiation at RNA polymerase II promoter [GO:0006367]
24998,FUN_010557,gene,no,ubiquitin-dependent protein catabolic process [GO:0006511]
24999,FUN_010697,gene,no,in utero embryonic development [GO:0001701]
25000,FUN_010697,gene,no,protein glycosylation [GO:0006486]
25001,FUN_010697,gene,no,protein N-linked glycosylation [GO:0006487]
25002,FUN_010697,gene,no,protein N-linked glycosylation via asparagine [GO:0018279]
25003,FUN_010697,gene,no,UDP-N-acetylglucosamine catabolic process [GO:0006049]
25004,FUN_011770,gene,no,adherens junction maintenance [GO:0034334]
25005,FUN_011770,gene,no,bicellular tight junction assembly [GO:0070830]
25006,FUN_011770,gene,no,brain morphogenesis [GO:0048854]
25007,FUN_011770,gene,no,cell-cell adhesion mediated by cadherin [GO:0044331]
25008,FUN_011770,gene,no,cerebral cortex development [GO:0021987]
25009,FUN_011770,gene,no,dendrite arborization [GO:0140059]
25010,FUN_011770,gene,no,establishment of endothelial intestinal barrier [GO:0090557]
25011,FUN_011770,gene,no,establishment of protein localization to plasma membrane [GO:0061951]
25012,FUN_011770,gene,no,homeostasis of number of cells [GO:0048872]
25013,FUN_011770,gene,no,negative regulation of cell migration [GO:0030336]
25014,FUN_011770,gene,no,neuroepithelial cell differentiation [GO:0060563]
25015,FUN_011770,gene,no,pore complex assembly [GO:0046931]
25016,FUN_011770,gene,no,positive regulation of cell-cell adhesion [GO:0022409]
25017,FUN_011770,gene,no,positive regulation of cell-cell adhesion mediated by cadherin [GO:2000049]
25018,FUN_011770,gene,no,positive regulation of dendrite extension [GO:1903861]
25019,FUN_011770,gene,no,positive regulation of dendrite morphogenesis [GO:0050775]
25020,FUN_011770,gene,no,positive regulation of dendritic spine morphogenesis [GO:0061003]
25021,FUN_011770,gene,no,positive regulation of gene expression [GO:0010628]
25022,FUN_011770,gene,no,positive regulation of GTPase activity [GO:0043547]
25023,FUN_011770,gene,no,positive regulation of mini excitatory postsynaptic potential [GO:0061885]
25024,FUN_011770,gene,no,protein localization to cell junction [GO:1902414]
25025,FUN_011770,gene,no,radial glial cell differentiation [GO:0060019]
25026,FUN_011770,gene,no,regulation of oligodendrocyte progenitor proliferation [GO:0070445]
25027,FUN_011770,gene,no,regulation of protein localization [GO:0032880]
25028,FUN_011770,gene,no,signal transduction [GO:0007165]
25029,FUN_011770,gene,no,telencephalon development [GO:0021537]
25030,FUN_013287,gene,no,inositol lipid-mediated signaling [GO:0048017]
25031,FUN_013287,gene,no,phosphatidic acid biosynthetic process [GO:0006654]
25032,FUN_013287,gene,no,phospholipid catabolic process [GO:0009395]
25033,FUN_013287,gene,no,regulation of vesicle-mediated transport [GO:0060627]
25034,FUN_013519,gene,no,autophagosome maturation [GO:0097352]
25035,FUN_013519,gene,no,autophagy of peroxisome [GO:0030242]
25036,FUN_013519,gene,no,cellular response to glucose starvation [GO:0042149]
25037,FUN_013519,gene,no,early endosome to late endosome transport [GO:0045022]
25038,FUN_013519,gene,no,late endosome to vacuole transport [GO:0045324]
25039,FUN_013519,gene,no,macroautophagy [GO:0016236]
25040,FUN_013519,gene,no,phosphatidylinositol-3-phosphate biosynthetic process [GO:0036092]
25041,FUN_013519,gene,no,positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]
25042,FUN_013519,gene,no,protein phosphorylation [GO:0006468]
25043,FUN_013519,gene,no,protein targeting to vacuole [GO:0006623]
25044,FUN_013519,gene,no,receptor catabolic process [GO:0032801]
25045,FUN_013519,gene,no,regulation of autophagy [GO:0010506]
25046,FUN_013519,gene,no,regulation of cytokinesis [GO:0032465]
25047,FUN_013519,gene,no,regulation of macroautophagy [GO:0016241]
25048,FUN_013573,gene,no,oogenesis [GO:0048477]
25049,FUN_014645,gene,no,
25050,FUN_014454,gene,no,Golgi organization [GO:0007030]
25051,FUN_014454,gene,no,protein secretion [GO:0009306]
25052,FUN_014834,gene,no,extracellular matrix organization [GO:0030198]
25053,FUN_014834,gene,no,positive regulation of cell-substrate adhesion [GO:0010811]
25054,FUN_014834,gene,no,spinal cord development [GO:0021510]
25055,FUN_014463,gene,no,peptide metabolic process [GO:0006518]
25056,FUN_014463,gene,no,protein processing [GO:0016485]
25057,FUN_015090,gene,no,lipid metabolic process [GO:0006629]
25058,FUN_015090,gene,no,NADPH oxidation [GO:0070995]
25059,FUN_015090,gene,no,regulation of cholesterol metabolic process [GO:0090181]
25060,FUN_015090,gene,no,xenobiotic metabolic process [GO:0006805]
25061,FUN_015140,gene,no,adaptive immune response [GO:0002250]
25062,FUN_015140,gene,no,positive regulation of calcium ion transport [GO:0051928]
25063,FUN_015140,gene,no,store-operated calcium entry [GO:0002115]
25064,FUN_014499,gene,no,O-glycan processing [GO:0016266]
25065,FUN_015411,gene,no,actin filament polymerization [GO:0030041]
25066,FUN_015411,gene,no,axonogenesis [GO:0007409]
25067,FUN_015411,gene,no,endosome fission [GO:0140285]
25068,FUN_015411,gene,no,endosome organization [GO:0007032]
25069,FUN_015411,gene,no,heart contraction [GO:0060047]
25070,FUN_015411,gene,no,neuron development [GO:0048666]
25071,FUN_015411,gene,no,protein transport [GO:0015031]
25072,FUN_015411,gene,no,regulation of actin nucleation [GO:0051125]
25073,FUN_016507,gene,no,
25074,FUN_016753,gene,no,cell cycle [GO:0007049]
25075,FUN_016753,gene,no,cell division [GO:0051301]
25076,FUN_016753,gene,no,regulation of mitotic cell cycle [GO:0007346]
25077,FUN_018659,gene,no,cell cycle [GO:0007049]
25078,FUN_018659,gene,no,cell division [GO:0051301]
25079,FUN_018659,gene,no,regulation of mitotic cell cycle [GO:0007346]
25080,FUN_018009,gene,no,
25081,FUN_022755,gene,no,antigen transcytosis by M cells in mucosal-associated lymphoid tissue [GO:0002412]
25082,FUN_022755,gene,no,innate immune response [GO:0045087]
25083,FUN_022755,gene,no,neutrophil migration [GO:1990266]
25084,FUN_022272,gene,no,activation of immune response [GO:0002253]
25085,FUN_022272,gene,no,biosynthetic process of antibacterial peptides active against Gram-positive bacteria [GO:0002815]
25086,FUN_022272,gene,no,cellular response to lipopolysaccharide [GO:0071222]
25087,FUN_022272,gene,no,cellular response to muramyl dipeptide [GO:0071225]
25088,FUN_022272,gene,no,cellular response to organic cyclic compound [GO:0071407]
25089,FUN_022272,gene,no,cellular response to peptidoglycan [GO:0071224]
25090,FUN_022272,gene,no,defense response [GO:0006952]
25091,FUN_022272,gene,no,defense response to bacterium [GO:0042742]
25092,FUN_022272,gene,no,defense response to Gram-positive bacterium [GO:0050830]
25093,FUN_022272,gene,no,detection of bacterium [GO:0016045]
25094,FUN_022272,gene,no,detection of biotic stimulus [GO:0009595]
25095,FUN_022272,gene,no,detection of muramyl dipeptide [GO:0032498]
25096,FUN_022272,gene,no,ERK1 and ERK2 cascade [GO:0070371]
25097,FUN_022272,gene,no,establishment of localization in cell [GO:0051649]
25098,FUN_022272,gene,no,I-kappaB kinase/NF-kappaB signaling [GO:0007249]
25099,FUN_022272,gene,no,inflammatory response [GO:0006954]
25100,FUN_022272,gene,no,innate immune response [GO:0045087]
25101,FUN_022272,gene,no,innate immune response in mucosa [GO:0002227]
25102,FUN_022272,gene,no,intracellular signal transduction [GO:0035556]
25103,FUN_022272,gene,no,JNK cascade [GO:0007254]
25104,FUN_022272,gene,no,maintenance of gastrointestinal epithelium [GO:0030277]
25105,FUN_022272,gene,no,MAPK cascade [GO:0000165]
25106,FUN_022272,gene,no,negative regulation of inflammatory response to antigenic stimulus [GO:0002862]
25107,FUN_022272,gene,no,negative regulation of interleukin-12 production [GO:0032695]
25108,FUN_022272,gene,no,negative regulation of interleukin-18 production [GO:0032701]
25109,FUN_022272,gene,no,negative regulation of interleukin-2 production [GO:0032703]
25110,FUN_022272,gene,no,negative regulation of macrophage apoptotic process [GO:2000110]
25111,FUN_022272,gene,no,negative regulation of macrophage cytokine production [GO:0010936]
25112,FUN_022272,gene,no,negative regulation of NF-kappaB transcription factor activity [GO:0032088]
25113,FUN_022272,gene,no,negative regulation of T cell mediated immunity [GO:0002710]
25114,FUN_022272,gene,no,negative regulation of toll-like receptor 2 signaling pathway [GO:0034136]
25115,FUN_022272,gene,no,negative regulation of tumor necrosis factor production [GO:0032720]
25116,FUN_022272,gene,no,negative regulation of type II interferon production [GO:0032689]
25117,FUN_022272,gene,no,NIK/NF-kappaB signaling [GO:0038061]
25118,FUN_022272,gene,no,nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070431]
25119,FUN_022272,gene,no,pattern recognition receptor signaling pathway [GO:0002221]
25120,FUN_022272,gene,no,peptidyl-tyrosine phosphorylation [GO:0018108]
25121,FUN_022272,gene,no,phagocytosis [GO:0006909]
25122,FUN_022272,gene,no,positive regulation of antibacterial peptide biosynthetic process [GO:0006963]
25123,FUN_022272,gene,no,positive regulation of B cell activation [GO:0050871]
25124,FUN_022272,gene,no,positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria [GO:0006965]
25125,FUN_022272,gene,no,positive regulation of cell population proliferation [GO:0008284]
25126,FUN_022272,gene,no,positive regulation of cytokine production involved in immune response [GO:0002720]
25127,FUN_022272,gene,no,positive regulation of cytokine production involved in inflammatory response [GO:1900017]
25128,FUN_022272,gene,no,positive regulation of dendritic cell antigen processing and presentation [GO:0002606]
25129,FUN_022272,gene,no,positive regulation of dendritic cell cytokine production [GO:0002732]
25130,FUN_022272,gene,no,positive regulation of epithelial cell proliferation [GO:0050679]
25131,FUN_022272,gene,no,positive regulation of ERK1 and ERK2 cascade [GO:0070374]
25132,FUN_022272,gene,no,positive regulation of humoral immune response mediated by circulating immunoglobulin [GO:0002925]
25133,FUN_022272,gene,no,positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]
25134,FUN_022272,gene,no,positive regulation of innate immune response [GO:0045089]
25135,FUN_022272,gene,no,positive regulation of interleukin-1 beta production [GO:0032731]
25136,FUN_022272,gene,no,positive regulation of interleukin-10 production [GO:0032733]
25137,FUN_022272,gene,no,positive regulation of interleukin-12 production [GO:0032735]
25138,FUN_022272,gene,no,positive regulation of interleukin-17 production [GO:0032740]
25139,FUN_022272,gene,no,positive regulation of interleukin-6 production [GO:0032755]
25140,FUN_022272,gene,no,positive regulation of interleukin-8 production [GO:0032757]
25141,FUN_022272,gene,no,positive regulation of JNK cascade [GO:0046330]
25142,FUN_022272,gene,no,positive regulation of macrophage cytokine production [GO:0060907]
25143,FUN_022272,gene,no,positive regulation of MAP kinase activity [GO:0043406]
25144,FUN_022272,gene,no,positive regulation of MAPK cascade [GO:0043410]
25145,FUN_022272,gene,no,positive regulation of monocyte chemotactic protein-1 production [GO:0071639]
25146,FUN_022272,gene,no,positive regulation of NF-kappaB transcription factor activity [GO:0051092]
25147,FUN_022272,gene,no,positive regulation of NIK/NF-kappaB signaling [GO:1901224]
25148,FUN_022272,gene,no,positive regulation of nitric-oxide synthase biosynthetic process [GO:0051770]
25149,FUN_022272,gene,no,positive regulation of Notch signaling pathway [GO:0045747]
25150,FUN_022272,gene,no,positive regulation of oxidoreductase activity [GO:0051353]
25151,FUN_022272,gene,no,positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]
25152,FUN_022272,gene,no,positive regulation of phagocytosis [GO:0050766]
25153,FUN_022272,gene,no,positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]
25154,FUN_022272,gene,no,positive regulation of prostaglandin-E synthase activity [GO:2000363]
25155,FUN_022272,gene,no,positive regulation of prostaglandin-endoperoxide synthase activity [GO:0060585]
25156,FUN_022272,gene,no,positive regulation of protein K63-linked ubiquitination [GO:1902523]
25157,FUN_022272,gene,no,positive regulation of protein ubiquitination [GO:0031398]
25158,FUN_022272,gene,no,positive regulation of stress-activated MAPK cascade [GO:0032874]
25159,FUN_022272,gene,no,positive regulation of transcription by RNA polymerase II [GO:0045944]
25160,FUN_022272,gene,no,positive regulation of tumor necrosis factor production [GO:0032760]
25161,FUN_022272,gene,no,positive regulation of type 2 immune response [GO:0002830]
25162,FUN_022272,gene,no,positive regulation of xenophagy [GO:1904417]
25163,FUN_022272,gene,no,regulation of inflammatory response [GO:0050727]
25164,FUN_022272,gene,no,regulation of neutrophil chemotaxis [GO:0090022]
25165,FUN_022272,gene,no,response to exogenous dsRNA [GO:0043330]
25166,FUN_022272,gene,no,response to lipopolysaccharide [GO:0032496]
25167,FUN_022272,gene,no,response to muramyl dipeptide [GO:0032495]
25168,FUN_022272,gene,no,response to nutrient [GO:0007584]
25169,FUN_022272,gene,no,response to peptidoglycan [GO:0032494]
25170,FUN_022272,gene,no,signal transduction [GO:0007165]
25171,FUN_022272,gene,no,stress-activated MAPK cascade [GO:0051403]
25172,FUN_022272,gene,no,toll-like receptor 2 signaling pathway [GO:0034134]
25173,FUN_022272,gene,no,xenophagy [GO:0098792]
25174,FUN_022296,gene,no,cell division [GO:0051301]
25175,FUN_022296,gene,no,DNA damage checkpoint signaling [GO:0000077]
25176,FUN_022296,gene,no,DNA replication [GO:0006260]
25177,FUN_022296,gene,no,mitotic G2 DNA damage checkpoint signaling [GO:0007095]
25178,FUN_022296,gene,no,replication fork protection [GO:0048478]
25179,FUN_023850,gene,no,
25180,FUN_023852,gene,no,
25181,FUN_023415,gene,no,
25182,FUN_023542,gene,no,cell cycle [GO:0007049]
25183,FUN_023542,gene,no,cell division [GO:0051301]
25184,FUN_023542,gene,no,regulation of mitotic cell cycle [GO:0007346]
25185,FUN_023552,gene,no,tRNA N2-guanine methylation [GO:0002940]
25186,FUN_024798,gene,no,carbohydrate transport [GO:0008643]
25187,FUN_024798,gene,no,cysteine transmembrane transport [GO:1903712]
25188,FUN_024798,gene,no,melanin biosynthetic process [GO:0042438]
25189,FUN_024798,gene,no,negative regulation of melanin biosynthetic process [GO:0048022]
25190,FUN_024798,gene,no,organic substance transport [GO:0071702]
25191,FUN_024798,gene,no,pigment metabolic process involved in pigmentation [GO:0043474]
25192,FUN_024798,gene,no,regulation of melanin biosynthetic process [GO:0048021]
25193,FUN_023931,gene,no,carbohydrate metabolic process [GO:0005975]
25194,FUN_023931,gene,no,generation of precursor metabolites and energy [GO:0006091]
25195,FUN_023931,gene,no,glucosamine catabolic process [GO:0006043]
25196,FUN_023931,gene,no,N-acetylglucosamine catabolic process [GO:0006046]
25197,FUN_023931,gene,no,N-acetylneuraminate catabolic process [GO:0019262]
25198,FUN_024201,gene,no,amino acid activation for nonribosomal peptide biosynthetic process [GO:0043041]
25199,FUN_024201,gene,no,beta-alanine metabolic process [GO:0019482]
25200,FUN_024201,gene,no,fatty acid metabolic process [GO:0006631]
25201,FUN_024222,gene,no,angiogenesis [GO:0001525]
25202,FUN_024222,gene,no,cell-cell signaling via exosome [GO:0099156]
25203,FUN_024222,gene,no,cellular response to leukemia inhibitory factor [GO:1990830]
25204,FUN_024222,gene,no,intestinal epithelial cell development [GO:0060576]
25205,FUN_024222,gene,no,microvillus assembly [GO:0030033]
25206,FUN_024222,gene,no,myotube differentiation involved in skeletal muscle regeneration [GO:0014908]
25207,FUN_024222,gene,no,negative regulation of transcription by RNA polymerase II [GO:0000122]
25208,FUN_024222,gene,no,positive regulation of fat cell differentiation [GO:0045600]
25209,FUN_024222,gene,no,positive regulation of miRNA transcription [GO:1902895]
25210,FUN_024222,gene,no,positive regulation of transcription by RNA polymerase II [GO:0045944]
25211,FUN_024222,gene,no,positive regulation of transcription by transcription factor localization [GO:0061586]
25212,FUN_024222,gene,no,regulation of microvillus assembly [GO:0032534]
25213,FUN_024222,gene,no,regulation of transcription by RNA polymerase II [GO:0006357]
25214,FUN_024222,gene,no,satellite cell activation involved in skeletal muscle regeneration [GO:0014901]
25215,FUN_024222,gene,no,skeletal muscle satellite cell differentiation [GO:0014816]
25216,FUN_025216,gene,no,cell cycle [GO:0007049]
25217,FUN_025216,gene,no,cell division [GO:0051301]
25218,FUN_025216,gene,no,regulation of mitotic cell cycle [GO:0007346]
25219,FUN_025955,gene,no,defense response to virus [GO:0051607]
25220,FUN_025955,gene,no,innate immune response [GO:0045087]
25221,FUN_025955,gene,no,intracellular signal transduction [GO:0035556]
25222,FUN_025955,gene,no,negative regulation of NF-kappaB transcription factor activity [GO:0032088]
25223,FUN_025955,gene,no,negative regulation of type I interferon-mediated signaling pathway [GO:0060339]
25224,FUN_025955,gene,no,positive regulation of MHC class I biosynthetic process [GO:0045345]
25225,FUN_025955,gene,no,positive regulation of transcription by RNA polymerase II [GO:0045944]
25226,FUN_025955,gene,no,positive regulation of type I interferon-mediated signaling pathway [GO:0060340]
25227,FUN_025955,gene,no,positive regulation of type II interferon-mediated signaling pathway [GO:0060335]
25228,FUN_025955,gene,no,regulation of kinase activity [GO:0043549]
25229,FUN_025955,gene,no,response to bacterium [GO:0009617]
